Category,Global Warming,Acidification,Respiratory Effects,Eutrophication,Ozone Depletion,Smog,Primary Energy,Non-Renewable Energy,Renewable Energy,Fossil Fuel Energy
,(kg CO2 eq),(kg SO2 eq),(kg PM2.5 eq),(kg N eq),(kg CFC-11 eq),(kg O3 eq),(MJ),(MJ),(MJ),(MJ)
Total Building Component Flows,67110.6877489501,380.4034759638,89.9050188465,251.1446827318,0.0021633063,4981.6564479926,1042490.2308387468,924779.8455280652,19990.1837640868,707331.2133073399
Total Energy Flows,2015288.3176830192,5149.4084414817,350.1502214994,212.3294037144,0.0226370558,90654.5912069852,12111.372,12111.372,0.0,12111.372
Whole Building Total,2082399.0054319694,5529.8119174455,440.0552403459,463.4740864462,0.0248003621,95636.24765497781,1054601.6028387467,936891.2175280652,19990.1837640868,719442.5853073399

Category,Year,Global Warming,Acidification,Respiratory Effects,Eutrophication,Ozone Depletion,Smog,Primary Energy,Non-Renewable Energy,Renewable Energy,Fossil Fuel Energy
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Columns and Beams Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Floors Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Extra Materials Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Systems Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,HVAC Systems Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,DHW Systems Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar PV Systems Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Solar Thermal Systems Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,A1-A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,A5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,B7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,C1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Appliances Flows,1,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Building Component Flows by Year by Life Cycle Stage,Total Building Component Flows,2,A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
